ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
50089,simple,D172ON,Rent matha patti bridal jewellery,1,0,visible,,"•Womens Real Look, Traditional Micro Gold Polished Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha. 
 • If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from Studio is what you need. 
 • Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees. 
 • So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla. 
 • This is carved beautifully with gold chain & pearls.
 • Comes micro Gold polished. 
 • It has a Copper metal base. 
 • Gives a rich yet elegant touch to your attire.",,,taxable,,1,15,,0,0,,,,,0,,,750,Jewellery > Damini / Mathapatti,,,"https://yosshitaneha.com/uploads/2020/07/15946388000.jpg,https://yosshitaneha.com/uploads/2020/07/15946388611.jpg,https://yosshitaneha.com/uploads/2020/07/15946388612.jpg,https://yosshitaneha.com/uploads/2020/07/15946388613.jpg,https://yosshitaneha.com/uploads/2020/07/15946388624.jpg",,,,,,,,,0,,,,,,,,
50090,simple,N652,Bridal Nose Ring Without Piercing,1,0,visible,,,,,taxable,,1,8,,0,0,,,,,0,,,500,Jewellery > Nath,,,https://yosshitaneha.com/uploads/2021/10/16331681240.jpg,,,,,,,,,0,,,,,,,,
50091,simple,N650,Bridal Nose Ring Without Piercing,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,2900,Jewellery > Nath,,,https://yosshitaneha.com/uploads/2021/11/16380856180.jpg,,,,,,,,,0,,,,,,,,
50092,simple,N649A,Bridal Nose Ring Without Piercing,1,0,visible,,What will be delivered? :- Nath,,,taxable,,1,1,,0,0,,,,,0,,,3200,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2021/08/16300563630.jpg,https://yosshitaneha.com/uploads/2021/08/16300563631.jpg,https://yosshitaneha.com/uploads/2021/08/16300563632.jpg,https://yosshitaneha.com/uploads/2021/08/16300563643.jpg,https://yosshitaneha.com/uploads/2021/08/16300563644.jpg,https://yosshitaneha.com/uploads/2021/11/16380852905.jpg",,,,,,,,,0,,,,,,,,
50093,simple,N649,Bridal Nose Ring Without Piercing,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3200,Jewellery > Nath,,,https://yosshitaneha.com/uploads/2021/11/16380852220.jpg,,,,,,,,,0,,,,,,,,
50094,simple,N520ON,The Trinity Clip on Nath,1,0,visible,,"•Women's Real Look, Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring designed by Yosshita & Neha.
 •Give a rich and elegant touch to your attire.
 •Special design for women who love to look different yet traditional.
 •Featuring attractive designs, this Nath/ Nose Pin/Nose Ring can look elegant and stylish when worn with lehengas, anarkalis or sarees. 
 •Comes with Micro Gold Polished & studded with Red & Green Coloured Semi Precious Kundan.
 •Suitable for young girls too.",,,taxable,,1,17,,0,0,,,,,0,,,300,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/07/15960981950.jpg,https://yosshitaneha.com/uploads/2020/07/15960983101.jpg,https://yosshitaneha.com/uploads/2020/07/15960983112.jpg,https://yosshitaneha.com/uploads/2020/07/15960983113.jpg,https://yosshitaneha.com/uploads/2020/07/15960983114.jpg,https://yosshitaneha.com/uploads/2020/07/15960983115.jpg,https://yosshitaneha.com/uploads/2020/07/15960983116.jpg",,,,,,,,,0,,,,,,,,
50095,simple,N519ON,Ruby Raindrop Clip on Nath,1,0,visible,,"•Women's Real Look, Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring designed by Yosshita & Neha.
 •Give a rich and elegant touch to your attire.
 •Special design for women who love to look different yet traditional.
 •Featuring attractive designs, this Nath/ Nose Pin/Nose Ring can look elegant and stylish when worn with lehengas, anarkalis or sarees. 
 •Comes with Micro Gold Polished & studded with White & Pink Coloured Semi Precious Kundan.
 •Suitable for young girls too.",,,taxable,,1,6,,0,0,,,,,0,,,800,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/07/15960983670.jpg,https://yosshitaneha.com/uploads/2020/07/15960984741.jpg,https://yosshitaneha.com/uploads/2020/07/15960984742.jpg,https://yosshitaneha.com/uploads/2020/07/15960984753.jpg,https://yosshitaneha.com/uploads/2020/07/15960984754.jpg,https://yosshitaneha.com/uploads/2020/07/15960984755.jpg,https://yosshitaneha.com/uploads/2020/07/15960984756.jpg",,,,,,,,,0,,,,,,,,
50096,simple,N519AON,Red and Green Raindrop Clip on Nath,1,0,visible,,"•Women's Real Look, Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring designed by Yosshita & Neha.
 •Give a rich and elegant touch to your attire.
 •Special design for women who love to look different yet traditional.
 •Featuring attractive designs, this Nath/ Nose Pin/Nose Ring can look elegant and stylish when worn with lehengas, anarkalis or sarees. 
 •Comes with Micro Gold Polished & studded with Red & Green Coloured Semi Precious Kundan.
 •Suitable for young girls too.",,,taxable,,1,20,,0,0,,,,,0,,,800,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/07/15960985230.jpg,https://yosshitaneha.com/uploads/2020/07/15960987141.jpg,https://yosshitaneha.com/uploads/2020/07/15960987142.jpg,https://yosshitaneha.com/uploads/2020/07/15960987143.jpg,https://yosshitaneha.com/uploads/2020/07/15960987144.jpg,https://yosshitaneha.com/uploads/2020/07/15960987155.jpg",,,,,,,,,0,,,,,,,,
50097,simple,N513ON,Small Red Kundan Studded Nose Ring,1,0,visible,,"•Women's Real Look, Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring designed by Yosshita & Neha.
 •Give a rich and elegant touch to your attire.
 •Special design for women who love to look different yet traditional.
 •Featuring attractive designs, this Nath/ Nose Pin/Nose Ring can look elegant and stylish when worn with lehengas, anarkalis or sarees. 
 •Comes with Micro Gold Polished & studded with White & Pink Coloured Semi Precious Kundan & a strand of Golden Beads. 
 •Suitable for young girls too.",,,taxable,,1,5,,0,0,,,,,0,,,1100,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/07/15960921930.jpg,https://yosshitaneha.com/uploads/2020/07/15960923001.jpg,https://yosshitaneha.com/uploads/2020/07/15960923012.jpg,https://yosshitaneha.com/uploads/2020/07/15960923013.jpg,https://yosshitaneha.com/uploads/2020/07/15960923014.jpg,https://yosshitaneha.com/uploads/2020/07/15960923015.jpg",,,,,,,,,0,,,,,,,,
50098,simple,N507ON,Traditonal Maharashtrian Nath with Nose Ring,1,0,visible,,"•Women's Real Look, Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring designed by Yosshita & Neha.
 •Give a rich and elegant touch to your attire.
 •Special design for women who love to look different yet traditional.
 •Featuring attractive designs, this Nath/ Nose Pin/Nose Ring can look elegant and stylish when worn with lehengas, anarkalis or sarees. 
 •Comes with Micro Gold Polished & studded with White & Pink Coloured Semi Precious Kundan & a strand of Golden Beads. 
 •Suitable for young girls too.",,,taxable,,1,8,,0,0,,,,,0,,,1250,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/07/15960957340.jpg,https://yosshitaneha.com/uploads/2020/07/15960958381.jpg,https://yosshitaneha.com/uploads/2020/07/15960958382.jpg,https://yosshitaneha.com/uploads/2020/07/15960958383.jpg,https://yosshitaneha.com/uploads/2020/07/15960958384.jpg,https://yosshitaneha.com/uploads/2020/07/15960958395.jpg",,,,,,,,,0,,,,,,,,
50099,simple,N505ON,The Hexagon Kundan Nose Ring,1,0,visible,,"•Women's Real Look, Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring designed by Yosshita & Neha.
 •Give a rich and elegant touch to your attire.
 •Special design for women who love to look different yet traditional.
 •Featuring attractive designs, this Nath/ Nose Pin/Nose Ring can look elegant and stylish when worn with lehengas, anarkalis or sarees. 
 •Comes with Micro Gold Polished & studded with White Coloured Semi Precious Kundan & a strand of Golden beads. 
 •Suitable for young girls too.",,,taxable,,1,4,,0,0,,,,,0,,,900,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/07/15960949440.jpg,https://yosshitaneha.com/uploads/2020/07/15960950791.jpg,https://yosshitaneha.com/uploads/2020/07/15960950792.jpg,https://yosshitaneha.com/uploads/2020/07/15960950793.jpg,https://yosshitaneha.com/uploads/2020/07/15960950794.jpg,https://yosshitaneha.com/uploads/2020/07/15960950805.jpg",,,,,,,,,0,,,,,,,,
50100,simple,N503ON,Moti Sunflower Nose Ring,1,0,visible,,"•Women's Real Look, Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring designed by Yosshita & Neha.
 •Give a rich and elegant touch to your attire.
 •Special design for women who love to look different yet traditional.
 •Featuring attractive designs, this Nath/ Nose Pin/Nose Ring can look elegant and stylish when worn with lehengas, anarkalis or sarees. 
 •Comes with Micro Gold Polished & studded with White Coloured Semi Precious Kundan & a strand of Pearl. 
 •Suitable for young girls too.",,,taxable,,1,10,,0,0,,,,,0,,,1250,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/07/15960974800.jpg,https://yosshitaneha.com/uploads/2020/07/15960976231.jpg,https://yosshitaneha.com/uploads/2020/07/15960976232.jpg,https://yosshitaneha.com/uploads/2020/07/15960976233.jpg,https://yosshitaneha.com/uploads/2020/07/15960976244.jpg",,,,,,,,,0,,,,,,,,
50101,simple,N501ON,Gold Beaded Flower Bunch Nose Ring,1,0,visible,,"•Women's Real Look, Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring designed by Yosshita & Neha.
 •Give a rich and elegant touch to your attire.
 •Special design for women who love to look different yet traditional.
 •Featuring attractive designs, this Nath/ Nose Pin/Nose Ring can look elegant and stylish when worn with lehengas, anarkalis or sarees. 
 •Comes with Micro Gold Polished & studded with White & Pink Coloured Semi Precious Kundan & a strand of Golden Beads. 
 •Suitable for young girls too.",,,taxable,,1,6,,0,0,,,,,0,,,1250,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/07/15960972100.jpg,https://yosshitaneha.com/uploads/2020/07/15960973041.jpg,https://yosshitaneha.com/uploads/2020/07/15960973042.jpg,https://yosshitaneha.com/uploads/2020/07/15960973043.jpg,https://yosshitaneha.com/uploads/2020/07/15960973044.jpg",,,,,,,,,0,,,,,,,,
50102,simple,N499C,Bridal Nose Ring Without Piercing,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,1250,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2021/11/16368889541.jpg,https://yosshitaneha.com/uploads/2021/09/16328356360.jpg",,,,,,,,,0,,,,,,,,
50103,simple,N475ON,Bridal Nose Ring Without Piercing,1,0,visible,,,,,taxable,,1,19,,0,0,,,,,0,,,650,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/08/15973872430.jpg,https://yosshitaneha.com/uploads/2020/08/15973873261.jpg,https://yosshitaneha.com/uploads/2020/08/15973873542.jpg,https://yosshitaneha.com/uploads/2020/08/15973873893.jpg",,,,,,,,,0,,,,,,,,
50104,simple,N471ON,Bridal Nose Ring Without Piercing,1,0,visible,,,,,taxable,,1,21,,0,0,,,,,0,,,900,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/08/15973859670.jpg,https://yosshitaneha.com/uploads/2020/08/15973860251.jpg,https://yosshitaneha.com/uploads/2020/08/15973860262.jpg,https://yosshitaneha.com/uploads/2020/08/15973860553.jpg,https://yosshitaneha.com/uploads/2020/08/15973861014.jpg",,,,,,,,,0,,,,,,,,
50105,simple,N469ON,Bridal Nose Ring Without Piercing,1,0,visible,,,,,taxable,,1,21,,0,0,,,,,0,,,650,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/08/15973838600.jpg,https://yosshitaneha.com/uploads/2020/08/15973839351.jpg,https://yosshitaneha.com/uploads/2020/08/15973839362.jpg,https://yosshitaneha.com/uploads/2020/08/15973840243.jpg",,,,,,,,,0,,,,,,,,
50106,simple,N468ON,Bridal Nose Ring Without Piercing,1,0,visible,,,,,taxable,,1,21,,0,0,,,,,0,,,1150,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/08/15973830240.jpg,https://yosshitaneha.com/uploads/2020/08/15973830751.jpg,https://yosshitaneha.com/uploads/2020/08/15973830752.jpg,https://yosshitaneha.com/uploads/2020/08/15973832873.jpg",,,,,,,,,0,,,,,,,,
50107,simple,N466ON,Bridal Nose Ring Without Piercing,1,0,visible,,,,,taxable,,1,8,,0,0,,,,,0,,,1150,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/08/15973820290.jpg,https://yosshitaneha.com/uploads/2020/08/15973820301.jpg,https://yosshitaneha.com/uploads/2020/08/15973820912.jpg,https://yosshitaneha.com/uploads/2020/08/15973820913.jpg",,,,,,,,,0,,,,,,,,
50108,simple,N465AON,Bridal Nose Ring Without Piercing,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,250,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/08/15973418310.jpg,https://yosshitaneha.com/uploads/2020/08/15973418311.jpg,https://yosshitaneha.com/uploads/2020/08/15973418322.jpg,https://yosshitaneha.com/uploads/2020/08/15973418323.jpg",,,,,,,,,0,,,,,,,,
50109,simple,N465BON,Bridal Nose Ring Without Piercing,1,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,250,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/08/15973423370.jpg,https://yosshitaneha.com/uploads/2020/08/15973423381.jpg,https://yosshitaneha.com/uploads/2020/08/15973423382.jpg,https://yosshitaneha.com/uploads/2020/08/15973423393.jpg",,,,,,,,,0,,,,,,,,
50110,simple,N465ON,Bridal Nose Ring Without Piercing,1,0,visible,,,,,taxable,,1,7,,0,0,,,,,0,,,250,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/08/15973428470.jpg,https://yosshitaneha.com/uploads/2020/08/15973428841.jpg,https://yosshitaneha.com/uploads/2020/08/15973429162.jpg,https://yosshitaneha.com/uploads/2020/08/15973430423.jpg",,,,,,,,,0,,,,,,,,
50111,simple,N463ON,Micro Gold Polished Semi Precious Kundan & Pearls Nath/ Nose Pin/Nose Ring.,1,0,visible,,"•Women's Real Look, Micro Gold Polished Semi Precious Kundan & pearls Nath/ Nose Pin/Nose Ring designed by Yosshita & Neha.
 •Give a rich and elegant touch to your attire.
 •Special design for women who love to look different yet traditional.
 •Featuring attractive designs, this Nath/ Nose Pin/Nose Ring can look elegant and stylish when worn with lehengas, anarkalis and sarees. 
 •Comes with Micro Gold Polished & studded with Semi Precious Kundan & Pearls.
 •Suitable for young girls too.
 •No piercing required.",,,taxable,,1,33,,0,0,,,,,0,,,390,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/08/15970713320.jpg,https://yosshitaneha.com/uploads/2020/08/15970715321.jpg,https://yosshitaneha.com/uploads/2020/08/15970715322.jpg,https://yosshitaneha.com/uploads/2020/08/15970715333.jpg,https://yosshitaneha.com/uploads/2020/08/15970715334.jpg,https://yosshitaneha.com/uploads/2020/08/15970715345.jpg",,,,,,,,,0,,,,,,,,
50112,simple,N462AON,Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring. N462AON,1,0,visible,,"• Women's Real Look, Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring designed by Yosshita & Neha.
 •Give a rich and elegant touch to your attire.
 •Special design for women who love to look different yet traditional.
 •Featuring attractive designs, this Nath/ Nose Pin/Nose Ring can look elegant and stylish when worn with lehengas, anarkalis or sarees. 
 •Suitable for young girls too.",,,taxable,,1,2,,0,0,,,,,0,,,1050,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/07/15958592150.jpg,https://yosshitaneha.com/uploads/2020/07/15958592151.jpg,https://yosshitaneha.com/uploads/2020/07/15958592162.jpg,https://yosshitaneha.com/uploads/2020/07/15958592163.jpg,https://yosshitaneha.com/uploads/2020/07/15958592164.jpg,https://yosshitaneha.com/uploads/2020/07/15958592165.jpg,https://yosshitaneha.com/uploads/2020/07/15958592166.jpg",,,,,,,,,0,,,,,,,,
50113,simple,N462ON,Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring. N462ON,1,0,visible,,"• Women's Real Look, Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring designed by Yosshita & Neha.
 •Give a rich and elegant touch to your attire.
 •Special design for women who love to look different yet traditional.
 •Featuring attractive designs, this Nath/ Nose Pin/Nose Ring can look elegant and stylish when worn with lehengas, anarkalis or sarees. 
 •Suitable for young girls too.",,,taxable,,1,3,,0,0,,,,,0,,,1050,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/07/15958601740.jpg,https://yosshitaneha.com/uploads/2020/07/15958601741.jpg,https://yosshitaneha.com/uploads/2020/07/15958601742.jpg,https://yosshitaneha.com/uploads/2020/07/15958601743.jpg,https://yosshitaneha.com/uploads/2020/07/15958601754.jpg,https://yosshitaneha.com/uploads/2020/07/15958601755.jpg,https://yosshitaneha.com/uploads/2020/07/15958601756.jpg",,,,,,,,,0,,,,,,,,
50114,simple,N461ON,Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring. N461ON,1,0,visible,,"• Women's Real Look, Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring designed by Yosshita & Neha.
 •Give a rich and elegant touch to your attire.
 •Special design for women who love to look different yet traditional.
 •Featuring attractive designs, this Nath/ Nose Pin/Nose Ring can look elegant and stylish when worn with lehengas, anarkalis or sarees. 
 •Suitable for young girls too.",,,taxable,,1,1,,0,0,,,,,0,,,1550,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/07/15958589380.jpg,https://yosshitaneha.com/uploads/2020/07/15958589381.jpg,https://yosshitaneha.com/uploads/2020/07/15958589382.jpg,https://yosshitaneha.com/uploads/2020/07/15958589393.jpg,https://yosshitaneha.com/uploads/2020/07/15958589394.jpg,https://yosshitaneha.com/uploads/2020/07/15958589395.jpg",,,,,,,,,0,,,,,,,,
50115,simple,N459ON,Micro Gold Polished Semi Precious Kundan & Pearls Nath/ Nose Pin/Nose Ring for Women. N459ON,1,0,visible,,"• Women's Real Look, Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring designed by Yosshita & Neha.
 •Give a rich and elegant touch to your attire.
 •Special design for women who love to look different yet traditional.
 •Featuring attractive designs, this Nath/ Nose Pin/Nose Ring can look elegant and stylish when worn with lehengas, anarkalis or sarees. 
 •Comes with Micro Gold Polished & studded with White, Red & Green Coloured Semi Precious Kundan & a strand of Pearl. 
 •Suitable for young girls too.",,,taxable,,1,2,,0,0,,,,,0,,,1200,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/07/15958537360.jpg,https://yosshitaneha.com/uploads/2020/07/15958537361.jpg,https://yosshitaneha.com/uploads/2020/07/15958537362.jpg,https://yosshitaneha.com/uploads/2020/07/15958537373.jpg,https://yosshitaneha.com/uploads/2020/07/15958537374.jpg,https://yosshitaneha.com/uploads/2020/07/15958537375.jpg",,,,,,,,,0,,,,,,,,
50116,simple,N458BON,Micro Gold Polished Semi Precious Kundan & Beads Nath/ Nose Pin/Nose Ring for Women. N458BON,1,0,visible,,"• Women's Real Look, Micro Gold Polished Semi Precious Kundan & Beads Nath/ Nose Pin/Nose Ring designed by Yosshita & Neha.
 •Give a rich and elegant touch to your attire.
 •Special design for women who love to look different yet traditional.
 •Featuring attractive designs, this Nath/ Nose Pin/Nose Ring can look elegant and stylish when worn with lehengas, anarkalis or sarees. 
 •Comes with Micro Gold Polished & studded with White, Red & Green Coloured Semi Precious Kundan & a strand of golden Beads. 
 •Suitable for young girls too.",,,taxable,,1,6,,0,0,,,,,0,,,1650,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/07/15958519980.jpg,https://yosshitaneha.com/uploads/2020/07/15958519981.jpg,https://yosshitaneha.com/uploads/2020/07/15958519992.jpg,https://yosshitaneha.com/uploads/2020/07/15958519993.jpg,https://yosshitaneha.com/uploads/2020/07/15958519994.jpg,https://yosshitaneha.com/uploads/2020/07/15958519995.jpg",,,,,,,,,0,,,,,,,,
50117,simple,N457AON,Micro Gold Polished Semi Precious Kundan & Pearls Nath/ Nose Pin/Nose Ring for Women. N457AON,1,0,visible,,"• Women's Real Look, Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring designed by Yosshita & Neha.
 •Give a rich and elegant touch to your attire.
 •Special design for women who love to look different yet traditional.
 •Featuring attractive designs, this Nath/ Nose Pin/Nose Ring can look elegant and stylish when worn with lehengas, anarkalis or sarees. 
 •Comes with Micro Gold Polished & studded with White, Red & Green Coloured Semi Precious Kundan & a strand of Pearl. 
 •Suitable for young girls too.",,,taxable,,1,8,,0,0,,,,,0,,,1300,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/07/15958506390.jpg,https://yosshitaneha.com/uploads/2020/07/15958506401.jpg,https://yosshitaneha.com/uploads/2020/07/15958506402.jpg,https://yosshitaneha.com/uploads/2020/07/15958506403.jpg,https://yosshitaneha.com/uploads/2020/07/15958506404.jpg,https://yosshitaneha.com/uploads/2020/07/15958506405.jpg",,,,,,,,,0,,,,,,,,
50118,simple,N456ON,Micro Gold Polished Semi Precious Kundan & Pearls Nath/ Nose Pin/Nose Ring for Women. N456ON,1,0,visible,,"• Women's Real Look, Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring designed by Yosshita & Neha.
 •Give a rich and elegant touch to your attire.
 •Special design for women who love to look different yet traditional.
 •Featuring attractive designs, this Nath/ Nose Pin/Nose Ring can look elegant and stylish when worn with lehengas, anarkalis or sarees. 
 •Comes with Micro Gold Polished & studded with White, Red & Green Coloured Semi Precious Kundan & a strand of Pearl. 
 •Suitable for young girls too.",,,taxable,,1,7,,0,0,,,,,0,,,1300,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/07/15958501870.jpg,https://yosshitaneha.com/uploads/2020/07/15958501871.jpg,https://yosshitaneha.com/uploads/2020/07/15958501872.jpg,https://yosshitaneha.com/uploads/2020/07/15958501873.jpg,https://yosshitaneha.com/uploads/2020/07/15958501884.jpg,https://yosshitaneha.com/uploads/2020/07/15958501885.jpg",,,,,,,,,0,,,,,,,,
50119,simple,N455ON,Micro Gold Polished Semi Precious Kundan & Pearls Nath/ Nose Pin/Nose Ring for Women. N455ON,1,0,visible,,"• Women's Real Look, Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring designed by Yosshita & Neha.
 •Give a rich and elegant touch to your attire.
 •Special design for women who love to look different yet traditional.
 •Featuring attractive designs, this Nath/ Nose Pin/Nose Ring can look elegant and stylish when worn with lehengas, anarkalis or sarees. 
 •Comes with Micro Gold Polished & studded with White, Red & Green Coloured Semi Precious Kundan & a strand of Pearl. 
 •Suitable for young girls too.",,,taxable,,1,8,,0,0,,,,,0,,,1850,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/07/15958491530.jpg,https://yosshitaneha.com/uploads/2020/07/15958491541.jpg,https://yosshitaneha.com/uploads/2020/07/15958491542.jpg,https://yosshitaneha.com/uploads/2020/07/15958491543.jpg,https://yosshitaneha.com/uploads/2020/07/15958491544.jpg,https://yosshitaneha.com/uploads/2020/07/15958491545.jpg",,,,,,,,,0,,,,,,,,
50120,simple,N454AON,Micro Gold Polished Semi Precious Kundan & Pearls Nath/ Nose Pin/Nose Ring for Women. N454AON,1,0,visible,,"• Women's Real Look, Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring designed by Yosshita & Neha.
 •Give a rich and elegant touch to your attire.
 •Special design for women who love to look different yet traditional.
 •Featuring attractive designs, this Nath/ Nose Pin/Nose Ring can look elegant and stylish when worn with lehengas, anarkalis or sarees. 
 •Comes with Micro Gold Polished & studded with White, Red & Green Coloured Semi Precious Kundan & a strand of Pearl. 
 •Suitable for young girls too.",,,taxable,,1,4,,0,0,,,,,0,,,1300,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/07/15958471360.jpg,https://yosshitaneha.com/uploads/2020/07/15958471361.jpg,https://yosshitaneha.com/uploads/2020/07/15958471362.jpg,https://yosshitaneha.com/uploads/2020/07/15958471363.jpg,https://yosshitaneha.com/uploads/2020/07/15958471374.jpg,https://yosshitaneha.com/uploads/2020/07/15958471375.jpg",,,,,,,,,0,,,,,,,,
50121,simple,N454ON,Micro Gold Polished Semi Precious Kundan & Pearls Nath/ Nose Pin/Nose Ring for Women. N454ON,1,0,visible,,"• Women's Real Look, Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring designed by Yosshita & Neha.
 •Give a rich and elegant touch to your attire.
 •Special design for women who love to look different yet traditional.
 •Featuring attractive designs, this Nath/ Nose Pin/Nose Ring can look elegant and stylish when worn with lehengas, anarkalis or sarees. 
 •Comes with Micro Gold Polished & studded with White, Red & Green Coloured Semi Precious Kundan & a strand of Pearl. 
 •Suitable for young girls too.",,,taxable,,1,7,,0,0,,,,,0,,,1300,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/07/15958481410.jpg,https://yosshitaneha.com/uploads/2020/07/15958481411.jpg",,,,,,,,,0,,,,,,,,
50122,simple,N450ON,Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring N450ON,1,0,visible,,"• Women's Real Look, Micro Gold Polished Semi Precious Kundan & Pearl Nath/ Nose Pin/Nose Ring designed by Yosshita & Neha.
 •Give a rich and elegant touch to your attire.
 •Special design for women who love to look different yet traditional.
 •Featuring attractive designs, this Nath/ Nose Pin/Nose Ring can look elegant and stylish when worn with lehengas, anarkalis or sarees. 
 •Suitable for young girls too.
 •A bead string to enhance your look.",,,taxable,,1,7,,0,0,,,,,0,,,750,Jewellery > Nath,,,"https://yosshitaneha.com/uploads/2020/07/15958624760.jpg,https://yosshitaneha.com/uploads/2020/07/15958624761.jpg,https://yosshitaneha.com/uploads/2020/07/15958624762.jpg,https://yosshitaneha.com/uploads/2020/07/15958624763.jpg,https://yosshitaneha.com/uploads/2020/07/15958624774.jpg,https://yosshitaneha.com/uploads/2020/07/15958624775.jpg",,,,,,,,,0,,,,,,,,
